name,SMILES,formula,exact_mass
N-[(Perfluorobutyl)phenyl-lambda4-sulfanylidene]acetamide,CC(=O)N=S(c1ccccc1)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C12H8F9NOS,385.0182889
"3-Acetyl-5,5,6,6,7,7,8,8,8-nonafluorooctane-2,4-dione",CC(=O)C(C(=O)C)C(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C10H7F9O3,346.0251481
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononan-2-one",CC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C9H3F15O,411.994438
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctan-2-one",CC(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C8H3F13O,361.9976316
Methyl perfluoropentyl ketone,CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C7H3F11O,312.0008251
Methyl perfluorobutyl ketone,CC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C6H3F9O,262.0040187
Methyl heptafluoropropylketone,CC(=O)C(C(C(F)(F)F)(F)F)(F)F,C5H3F7O,212.0072123
"3,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Pentadecafluorodec-3-en-2-one",CC(=O)C(=C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F,C10H3F15O,423.994438
"(3Z)-4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Hexadecafluoroundec-3-en-2-one",CC(=O)C=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C11H4F16O,456.0006663
"1-[4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)phenyl]ethan-1-one",CC(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)F,C11H7F7O,288.0385124
1-[4-(Heptafluoropropyl)-1H-pyrrol-3-yl]ethan-1-one,CC(=O)c1c[nH]cc1C(C(C(F)(F)F)(F)F)(F)F,C9H6F7NO,277.0337614
"4-Amino-5,5,6,6,7,7,7-heptafluorohept-3-en-2-one",CC(=O)CC(=N)C(C(C(F)(F)F)(F)F)(F)F,C7H6F7NO,253.0337614
"5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Heptadecafluorododecane-2,4-dione",CC(=O)CC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C12H5F17O2,504.0018091
(Perfluoroheptanoyl)acetone,CC(=O)CC(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C10H5F13O2,404.0081963
"5,5,6,6,7,7,8,8,9,9,9-Undecafluorononane-2,4-dione",CC(=O)CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C9H5F11O2,354.0113898
"(Perfluoro-1-butyl)butane-1,3-dione",CC(=O)CC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C8H5F9O2,304.0145834
"5,5,6,6,7,7,7-heptafluoroheptane-2,4-dione",CC(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F,C7H5F7O2,254.0177769
"5,6,6,6-Tetrafluoro-5-(heptafluoropropoxy)hexane-2,4-dione",CC(=O)CC(=O)C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F,C9H5F11O3,370.0063044
"4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononan-2-one",CC(=O)CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C9H5F13O,376.0132816
"4,4,5,5,6,6,7,7,7-Nonafluoroheptan-2-one",CC(=O)CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C7H5F9O,276.0196688
3-(Perfluoropropyl)-2-propanone,CC(=O)CC(C(C(F)(F)F)(F)F)(F)F,C6H5F7O,226.0228623
"32-(Perfluoro-9-methyldecyl)-2,5,8,11,14,17,20,23,26,29-decaoxodotriacontan-31-ol",CC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CC(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C43H45F23O11,1174.259461
"5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Heptadecafluorododecan-2-one",CC(=O)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C12H7F17O,490.0225446
4-(Perfluorobutyl)-2-butanone,CC(=O)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C8H7F9O,290.0353188
Pyrifluquinazon,CC(=O)N1c2ccc(cc2CN(C1=O)NCc1cccnc1)C(C(F)(F)F)(C(F)(F)F)F,C19H15F7N4O2,464.1083233
"1-[3-Methylidene-4-(2,2,3,3,4,4,5,5,5-nonafluoropentyl)pyrrolidin-1-yl]ethan-1-one",C=C1CN(CC1CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)C,C12H12F9NO,357.077518
"1-Acetyl-3,5-bis(perfluorohexyl)pyrazole",CC(=O)n1c(cc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)n1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C17H4F26N2O,745.9908465
"N,N'-(5-{[1,1,1,4,5,5,5-Heptafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-4-(trifluoromethyl)pent-2-en-2-yl]oxy}-1,3-phenylene)diacetamide",CC(=Nc1cc(cc(c1)OC(=C(C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(C(F)(F)F)F)C(F)(F)F)N=C(C)O)O,C19H11F17N2O3,638.049822
N-[4-(Heptafluoropropyl)phenyl]acetamide,CC(=Nc1ccc(cc1)C(C(C(F)(F)F)(F)F)(F)F)O,C11H8F7NO,303.0494114
4-Acetamidophenyl nonafluorobutane-1-sulfonate,CC(=Nc1ccc(cc1)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,C12H8F9NO4S,433.0030327
4-Acetamido-3-chlorophenyl nonafluorobutane-1-sulfonate,CC(=Nc1ccc(cc1Cl)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,C12H7ClF9NO4S,466.9640604
N-[8-(Heptafluoropropyl)-9H-purin-6-yl]acetamide,CC(=Nc1c2c(ncn1)[nH]c(C(C(C(F)(F)F)(F)F)(F)F)n2)O,C10H6F7N5O,345.0460574
"N-[5-(Heptafluoropropyl)-1,3,4-thiadiazol-2-yl]acetamide",CC(=Nc1nnc(C(C(C(F)(F)F)(F)F)(F)F)s1)O,C7H4F7N3OS,310.9963303
"N-{4-[(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)amino]benzene-1-sulfonyl}acetamide",CC(=NS(=O)(=O)c1ccc(cc1)NS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,C12H9F9N2O5S2,495.9809174
"Iodine, bis(acetato-βO)[4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)phenyl]- (9CI)",CC(=O)O[I](c1ccc(cc1)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(=O)C,C20H14F17IO4,767.9665367
"4,4,5,5,6,6,6-Heptafluorohex-1-en-2-yl acetate",C=C(CC(C(C(F)(F)F)(F)F)(F)F)OC(=O)C,C8H7F7O2,268.033427
"4-Chloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate",CC(=O)Oc1ccc(cc1CC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl)Cl,C19H11Cl2F17O2,663.9864647
"5-Chloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate",CC(=O)Oc1cc(ccc1CC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl)Cl,C19H11Cl2F17O2,663.9864647
"3,4,6-Trichloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate",CC(=O)Oc1c(CC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl)c(c(cc1Cl)Cl)Cl,C19H9Cl4F17O2,731.90852
"2,2,3,3,4,4,4-Heptafluorobutyl acetate",CC(=O)OCC(C(C(F)(F)F)(F)F)(F)F,C6H5F7O2,242.0177769
3-(Perfluoropropyl)-2-iodopropanol acetate,CC(=O)OCC(CC(C(C(F)(F)F)(F)F)(F)F)I,C8H8F7IO2,395.945725
"[3,4,6-triacetyloxy-5-(1,1,2,2,3,3,4,4,4-nonafluorobutylsulfonyloxy)oxan-2-yl]methyl Acetate",CC(=O)OCC1C(C(C(C(OC(=O)C)O1)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)OC(=O)C)OC(=O)C,C18H19F9O12S,630.045351
"1H,1H,2H,2H-Perfluorodecyl acetate",CC(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C12H7F17O2,506.0174592
"1H,1H,2H,2H-Perfluorooctyl acetate",CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C10H7F13O2,406.0238463
"3,3,4,4,5,5,6,6,6-Nonafluorohexyl acetate",CC(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C8H7F9O2,306.0302334
"3,3,4,4,5,5,5-Heptafluoropentyl acetate",CC(=O)OCCC(C(C(F)(F)F)(F)F)(F)F,C7H7F7O2,256.033427
(Perfluorooctyl)propyl acetate,CC(=O)OCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C13H9F17O2,520.0331093
"4,4,5,5,6,6,6-Heptafluorohexyl acetate",CC(=O)OCCCC(C(C(F)(F)F)(F)F)(F)F,C8H9F7O2,270.0490771
"S-[3,4,4,4-Tetrafluoro-3-(trifluoromethyl)butyl] ethanethioate",CC(=O)SCCC(C(F)(F)F)(C(F)(F)F)F,C7H7F7OS,272.0105834
"S-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl) ethanethioate",CC(=O)SCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C12H7F17OS,521.9946156
"S-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl) ethanethioate",CC(=O)SCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C10H7F13OS,422.0010027
"2-Bromo-3-(bromomethyl)-4,4,5,5,6,6,6-heptafluorohexan-3-ol",CC(C(CBr)(C(C(C(F)(F)F)(F)F)(F)F)O)Br,C7H7Br2F7O,397.8751866
2-Methyl-2-trifluoromethylperfluoropentane,CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F,C7H3F13,334.002717
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluoro-2-methyldecanoic acid",CC(C(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C11H5F17O2,492.0018091
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-7-methyl-7-nitrooctane",CC(C)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N(=O)=O,C9H6F13NO2,407.0190953
"6-Amino-1,1,1,2,2,3,3-heptafluoro-7,7-dimethyloct-5-en-4-one",CC(C)(C)C(=N)CC(=O)C(C(C(F)(F)F)(F)F)(F)F,C10H12F7NO,295.0807115
"6,6,7,7,8,8,8-Heptafluoro-2,2-dimethyl-3,4,5-octanetrione 4-(4-nitrophenyl)hydrazone",CC(C)(C)C(=O)C(C(=O)C(C(C(F)(F)F)(F)F)(F)F)N=Nc1ccc(cc1)N(=O)=O,C16H14F7N3O4,445.0872535
"6,6,7,7,8,8,9,9,9-Nonafluoro-2,2-dimethylnon-4-en-3-one",CC(C)(C)C(=O)C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C11H11F9O,330.066619
"1,1-Difluoro-5,5-dimethyl-1-(trifluoromethoxy)hexane-2,4-dione",CC(C)(C)C(=O)CC(=O)C(F)(F)OC(F)(F)F,C9H11F5O3,262.0628353
"1,1,1,2,2,3,3,4,4-Nonafluoro-6-iodo-7,7-dimethyloctane",CC(C)(C)C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)I,C10H12F9I,429.9840024
"Phenol, 2,2'-[(1R,2R)-1,2-cyclohexanediylbis[(E)-nitrilomethylidyne]]bis[6-(1,1-dimethylethyl)-4-(heptadecafluorooctyl)-",CC(C)(C)c1cc(cc(C=NC2CCCCC2N=Cc2cc(cc(c2O)C(C)(C)C)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c1O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C44H36F34N2O2,1270.223388
"5-(4-tert-Butylphenyl)-N-(2,2,3,3,4,4,4-heptafluorobutyl)-1,2-oxazole-3-carboxamide",CC(C)(C)c1ccc(cc1)c1cc(C(=NCC(C(C(F)(F)F)(F)F)(F)F)O)no1,C18H17F7N2O2,426.1178253
"5-tert-Butyl-7-(heptafluoropropyl)-2-phenylpyrazolo[1,5-a]pyrimidine",CC(C)(C)c1cc(C(C(C(F)(F)F)(F)F)(F)F)n2c(cc(c3ccccc3)n2)n1,C19H16F7N3,419.1232451
"(1Z,4Z,9Z,12E)-2,10-Di-tert-butyl-4,12-bis(heptafluoropropyl)-1,5,9,13-tetraazacyclohexadeca-1,4,9,12-tetraene",CC(C)(C)C1=NCCCN=C(CC(=NCCCN=C(C1)C(C(C(F)(F)F)(F)F)(F)F)C(C)(C)C)C(C(C(F)(F)F)(F)F)(F)F,C26H34F14N4,668.2559922
"1,1,1,2,2,3,3,4-Octafluoro-7,7-dimethyloct-4-ene",CC(C)(C)CC=C(C(C(C(F)(F)F)(F)F)(F)F)F,C10H12F8,284.0811261
"N-tert-Butyl-2,2,3,3,4,4,4-heptafluorobutanamide",CC(C)(C)N=C(C(C(C(F)(F)F)(F)F)(F)F)O,C8H10F7NO,269.0650615
tert-Butyl heptafluorobutanoate,CC(C)(C)OC(=O)C(C(C(F)(F)F)(F)F)(F)F,C8H9F7O2,270.0490771
"tert-Butyl (4,4,5,5,6,6,7,7,7-nonafluoro-2-iodoheptyl)carbamate",CC(C)(C)OC(=NCC(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)I)O,C12H15F9INO2,503.0003807
tert-Butyl heptafluorobutaneperoxoate,CC(C)(C)OOC(=O)C(C(C(F)(F)F)(F)F)(F)F,C8H9F7O3,286.0439917
"1,1,1,2,2,3,3,4-Octafluoro-7-methyl-7-nitrooct-4-ene",CC(C)(CC=C(C(C(C(F)(F)F)(F)F)(F)F)F)N(=O)=O,C9H9F8NO2,315.0505543
(2-Perfluorooctylethyl)isopropoxycarbonyloxyiminophenylacetonitrile,CC(C)(CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(=O)ON=C(C#N)c1ccccc1,C22H15F17N2O3,678.0811221
"N-(2,2,3,3,4,4,4-Heptafluorobutanoyl)-2-methylalanine",CC(C)(C(=O)O)N=C(C(C(C(F)(F)F)(F)F)(F)F)O,C8H8F7NO3,299.0392407
"5,5,6,6,7,7,8,8,8-Nonafluoro-2-methyloct-3-yn-2-ol",CC(C)(C#CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,C9H7F9O,302.0353188
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluoro-2-methylnonan-2-ol",CC(C)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C10H7F15O,428.0257381
2-Perfluoropropyl-2-propanol,CC(C)(C(C(C(F)(F)F)(F)F)(F)F)O,C6H7F7O,228.0385124
"5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Heptadecafluoro-2-methyldodecan-2-ol",CC(C)(CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C13H11F17O,506.0538447
"5,5,6,6,7,7,8,8,9,9,10,10,10-Tridecafluoro-2-methyldecan-2-ol",CC(C)(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C11H11F13O,406.0602318
"5,5,6,6,7,7,8,8,8-Nonafluoro-2-methyloctan-2-ol",CC(C)(CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,C9H11F9O,306.066619
6-(1-Methylethylidene)-5-(triphenylphosphoranylidene)-(perfluoro)-nonan-4-one,CC(=C(C(=P(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)C,C30H21F14OP,694.110647
"7,7,8,8,9,9,9-Heptafluoro-2-methylnon-2-ene-4,6-dione",CC(=CC(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F)C,C10H9F7O2,294.0490771
"5,6,6,7,7,8,8,8-Octafluoro-2-methylocta-2,4-diene",CC(=CC=C(C(C(C(F)(F)F)(F)F)(F)F)F)C,C9H8F8,268.049826
"5,5,6,6,7,7,8,8,8-Nonafluoro-2-methyloct-2-ene",CC(=CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,C9H9F9,288.0560543
2-Methylprop-1-en-1-yl nonafluorobutane-1-sulfonate,CC(=COS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,C8H7F9O3S,353.9972191
"1,1,1,2-Tetrafluoro-4-methyl-2-(trifluoromethyl)pentan-3-one",CC(C)C(=O)C(C(F)(F)F)(C(F)(F)F)F,C7H7F7O,240.0385124
"6,6,7,7,8,8,8-Heptafluoro-2-methylocta-3,5-dione",CC(C)C(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F,C9H9F7O2,282.0490771
"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-methylpropanoate",CC(C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C12H11F13O2,434.0551465
"N-[(2S)-2-Amino-3-methylbutyl]-1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",CC(C)C(CNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)N,C9H13F9N2O2S,384.0554026
"3,3,4,4,5,5,6,6,6-Nonafluorohexyl 2,2-difluoro-3-hydroxy-4-methylpentanoate",CC(C)C(C(C(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C12H13F11O3,414.0689047
"(4S,5R)-4-(Propan-2-yl)-5-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-1,3-oxazolidin-2-one",CC(C)C1C(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(=N1)O,C14H14F13NO2,475.0816955
"1-(1,3-Dimethylbutoxy)-2-(perfluorohexyl)ethane",CC(C)CC(C)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C14H17F13O,448.107182
"(3β,5α)-Cholestan-3-ol 2,3,3,4,4,5,5,6,6,7,7,8,8,8-tetradecafluorooctanoate",CC(C)CCCC(C)C1CCC2C3CCC4CC(CCC4(C)C3CCC12C)OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C35H48F14O2,766.3430759
3-Methylbutyl heptadecafluorononanoate,CC(C)CCOC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C14H11F17O2,534.0487593
"3-Methylbutyl 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",CC(C)CCOC(=O)C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F,C11H11F11O3,400.0532546
"Diisopentyl 2-[(2,2,3,3,4,4,4-heptafluorobutanoyl)amino]succinate",CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)N=C(C(C(C(F)(F)F)(F)F)(F)F)O,C18H26F7NO5,469.1699205
"2,2,3,3,4,4,4-Heptafluoro-N,N-bis(2-methylpropyl)butanamide",CC(C)CN(CC(C)C)C(=O)C(C(C(F)(F)F)(F)F)(F)F,C12H18F7NO,325.1276617
"2,2,3,3,4,4,4-Heptafluoro-N-(2-methylpropyl)butanamide",CC(C)CN=C(C(C(C(F)(F)F)(F)F)(F)F)O,C8H10F7NO,269.0650615
"Tris(2-methylpropyl) 3-(2,2,3,3,4,4,4-heptafluorobutanamido)propane-1,1,3-tricarboxylate",CC(C)COC(=O)C(CC(C(=O)OCC(C)C)N=C(C(C(C(F)(F)F)(F)F)(F)F)O)C(=O)OCC(C)C,C22H32F7NO7,555.2066999
"2-Methylpropyl 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",CC(C)COC(=O)C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F,C10H9F11O3,386.0376046
"2-Methylpropyl 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propanoate",CC(C)COC(=O)C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F,C13H9F17O4,552.0229385
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methyl-3-(2-methylpropane-1-sulfonyl)benzoic acid",CC(C)CS(=O)(=O)c1c(C)c(ccc1C(C(F)(F)F)(C(F)(F)F)F)C(=O)O,C15H15F7O4S,424.0579275
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methyl-3-(2-methylpropane-1-sulfinyl)benzoic acid",CC(C)CS(=O)c1c(C)c(ccc1C(C(F)(F)F)(C(F)(F)F)F)C(=O)O,C15H15F7O3S,408.0630129
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methyl-3-[(2-methylpropyl)sulfanyl]benzoic acid",CC(C)CSc1c(C)c(ccc1C(C(F)(F)F)(C(F)(F)F)F)C(=O)O,C15H15F7O2S,392.0680983
"2-Cyanoethyl 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl N,N-dipropan-2-ylphosphoramidoite",CC(C)N(C(C)C)P(OCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OCCC#N,C20H24F17N2O2P,678.1303944
"1-[Di(propan-2-yl)amino]-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-2-ol",CC(C)N(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)C(C)C,C14H18F13NO,463.1180811
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-(propan-2-yl)nonanamide",CC(C)N=C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C12H8F17NO,505.0334436
1-Methylethyl perfluorobutanimidoate,CC(C)OC(=N)C(C(C(F)(F)F)(F)F)(F)F,C7H8F7NO,255.0494114
Propan-2-yl heptadecafluorononanoate,CC(C)OC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C12H7F17O2,506.0174592
"Propan-2-yl 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",CC(C)OC(=O)C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F,C9H7F11O3,372.0219545
"Propan-2-yl 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propanoate",CC(C)OC(=O)C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F,C12H7F17O4,538.0072884
"Dipropan-2-yl (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)phosphonate",CC(C)OP(=O)(CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(C)C,C16H18F17O3P,612.0722108
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methyl-3-(propane-2-sulfonyl)benzoic acid",CC(C)S(=O)(=O)c1c(C)c(ccc1C(C(F)(F)F)(C(F)(F)F)F)C(=O)O,C14H13F7O4S,410.0422774
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methyl-3-(propane-2-sulfinyl)benzoic acid",CC(C)S(=O)c1c(C)c(ccc1C(C(F)(F)F)(C(F)(F)F)F)C(=O)O,C14H13F7O3S,394.0473628
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methyl-3-[(propan-2-yl)sulfanyl]benzoic acid",CC(C)Sc1c(C)c(ccc1C(C(F)(F)F)(C(F)(F)F)F)C(=O)O,C14H13F7O2S,378.0524482
"N'-[(2Z)-5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Heptadecafluoro-4-oxododec-2-en-2-yl]benzohydrazide",CC(CC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N=NC(=O)c1ccccc1,C19H11F17N2O2,622.0549073
"N'-[(2E)-5,5,6,6,7,7,7-Heptafluoro-4-oxohept-2-en-2-yl]-4-nitrobenzohydrazide",CC(CC(=O)C(C(C(F)(F)F)(F)F)(F)F)N=NC(=O)c1ccc(cc1)N(=O)=O,C14H10F7N3O4,417.0559533
"N'-[(2Z)-5,5,6,6,7,7,7-Heptafluoro-4-oxohept-2-en-2-yl]benzohydrazide",CC(CC(=O)C(C(C(F)(F)F)(F)F)(F)F)N=NC(=O)c1ccccc1,C14H11F7N2O2,372.0708751
"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-2-methylnonanenitrile",CC(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C#N,C10H6F13N,387.0292661
"4,4,5,5,6,6,6-Heptafluorohexan-2-yl acetate",CC(CC(C(C(F)(F)F)(F)F)(F)F)OC(=O)C,C8H9F7O2,270.0490771
"1,1,1,7,7,7-Hexafluoro-5-methylhept-4-en-3-one",CC(=CC(=O)CC(F)(F)F)CC(F)(F)F,C8H8F6O,234.0479342
